#LungCancer_500	AD-043T2-A7-1	AD-111T2-A8-1	AD-114T1-A9-1 *	AD-115T1-A12-1 *	AD-118t1-A13-1	AD-119t3-A195-8	AD-120t1-A226-8 *	AD-122t3-A197-8	AD-123T1-A25-1 *	AD-127T1-A14-1	AD-130T1-A1-1	AD-131T1-A15-A200-1*	AD-136t2-A201-8	AD-157T1-A246-10 *	AD-158t1-A247-10 *	AD-159t1-A229-8	AD-162t2-A230-8	AD-163t1-A203-8 *	AD-164t1a-A206-8 *	AD-167t1 (d dup)-A210-8 *	AD-169t2-A211-8 *	AD-170t1-A251-10 **	AD-172t2-A213-8 *	AD-173T1a-A23-1	AD-177T1-A21-1	AD-178T2-A22-1 *	AD-179t1(d dup)-A214-8 *	AD-183t1-A215-8 *	AD-185t2-A232-8	AD-186T1-A27-1	AD-187T1-A11-1 *	AD-188t1-A216-8	AD-201t1-A138-4	AD-202t2-A139-4	AD-203t1-A140-4 *	AD-207t1-A142-4	AD-208t1-A143-4	AD-210t1-A144-4	AD-212t1-A145-4	AD-213t1-A146-4	AD-218t1-A147-4	AD-221t1-A148-4	AD-224t1-A149-4	AD-225t1-A150-4	AD-226t2-A151-4	AD-228t2-A152-4 *	AD-230t1-A153-4	AD-232t1-A154-4	AD-234t1(dup)-A155-4	AD-236t1-A156-4	AD-238t2x-A157-4	AD-239t1-A158-4	AD-240t1-A159-4	AD-241t1x-A160-4	AD-243t1x-A161-4 *	AD-247t1-A164-4	AD-249t1x (d)-A165-4	AD-250t1-A166-4	AD-252t1-A167-4	AD-253t1-A168-4	AD-255t1a-A169-4 **	AD-258t1a-A170-4 ***	AD-259t1-A171-4	AD-260t1a-A172-4 *	AD-261t1b-A173-4	AD-262t1a-A259-10 *	AD-266t1-A90-3	AD-267t1-A91-3	AD-268t1(dup b4)-A93-3 **	AD-269t1-A94-3	AD-275t1-A95-3	AD-276t1(dup b4)-A96-3 *	AD-277t1-A97-3	AD-283t1-A99-3	AD-285t2c-A263-10	AD-287t1-A101-3	AD-294t1(dup b4)-A104-3 *	AD-295t1-A105-3	AD-296t21-A106-03 *	AD-299t1-A235-8 *	AD-301t1-A237-8 *	AD-302t3-A238-8 *	AD-304t1-A240-8	AD-305t1-A415-7	AD-308t1-A241-8	AD-309t1-A242-8	AD-311t1-A266-10 *	AD-313t1-A268-10	AD-314t1-A269-10	AD-315t1-A270-10	AD-317t1-A271-10	AD-318t3-A107-3	AD-320t1-A272-10	AD-323t1-A273-10	AD-327t1-A276-10 *	AD-330t2-A279-10	AD-331t1-A219-8	AD-332t1-A220-8	AD-334t1 (d dup)-A221-8 *	AD-335t1-A222-8 *	AD-336t1-A223-8	AD-337t1-A224-8	AD-338t1a-A121-3 *	AD-340t1a-A122-3 *	AD-341t1a-A123-3 *	AD-346t1a-A124-3 *	AD-347t1a-A125-3 *	AD-350t1a-A126-3 *	AD-351t1-A127-3	AD-352t1-A128-3	AD-353t1-A129-3	AD-355t2-A174-4	AD-356t1-A175-4	AD-360t1-A176-A406	AD-361t1-A177-4	AD-362t1-A282-10	AD-363t1-A283-10	AD-366t1-A109-3	AD-367t1-A110-3	AD-368t2-A285-10	AD-370t1x-A112-3	AD-374t1-A114-3	AD-375t1-A115-3 *	AD-379t1-A116-3 *	AD-382t1-A117-3 *	AD-383t1-A118-3 *	AD-384t1-A120-3 *	AD-AD10T1-A389-7	AD-AD15T1-A390-7	AD-AD16T2-A391-7	AD-AD18T1-A392-7	AD-AD19T1-A393-7	AD-AD1T1-A383-7	AD-AD2T1-A384-7	AD-AD31-A289-10	AD-AD3T1-A385-7	AD-AD4T1-A386-7	AD-AD5T1-A387-7	AD-AD7T1-A388-7	NL-1179-A408-7	NL-1675-A409-7	NL-1698-A410-7	NL-1884-A411-7	NL-2378-A412-7	NL-2562-A413-7	NL-268n1-A92-3	NL-279n1-A98-3	NL-3104-A331-6	NL-3681-A332-6	NL-4083-A333-6	NL-4353-A334-6	NL-504-A407?-7	NL-6084-A335-6	NL-6853-A336-6	NL-6943-A337-6	NL-7530-A338-6	SMCL-301-A306-5	SMCL-5937-A307-5	SMCL-SMCL3t1-A290-10	SMCL-SMCL4t1-A354-6	SMCL-SMCL8t1-A356-6	SMCL-SMCL9t1-A357-6	SQ-1174-A317-5	SQ-1670-A318-5	SQ-2557-A320-5	SQ-2572-A321-5	SQ-2921-A322-5	SQ-3197-A323-5	SQ-3529-A324-5	SQ-3624-A325-5	SQ-4172-A326-5	SQ-4389-A327-5	SQ-5897-A328-5	SQ-6147-A329-5	SQ-7324-A416-7	SQ-SQ10t1-A362-6	SQ-SQ13t1-A364-6	SQ-SQ14t1-A365-6	SQ-SQ20t1-A366-6	SQ-SQ4t1-A358-6	SQ-SQ5t1-A359-6	SQ-SQ6t1-A360-6	SQ-SQ8t1-A361-6	COID-1429-A303-5	COID-2260-A304-5	COID-3580-A302-5	COID-4385-A301-5	COID-4518-A305-5	COID-9794-A300-5	COID-COID10t1-A347-6	COID-COID11t1-A348-6	COID-COID12t1-A349-6	COID-COID13t1-A350-6	COID-COID14t1-A351-6	COID-COID16t1-A352-6	COID-COID18t1-A353-6	COID-COID3t1-A340-6	COID-COID4t1-A341-6	COID-COID5t1-A342-6	COID-COID6t1-A343-6	COID-COID7t1-A344-6	COID-COID8t1-A345-6	COID-COID9t1-A346-6
#AD#NL#SMCL#SQ#COID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
31918_at	6.82655	4.04876	3.77821	5.05202	3.50990	3.72064	4.59932	4.50716	3.61706	4.75969	4.81967	5.99515	4.65707	4.26078	4.74497	4.76607	2.28165	5.02614	1.62761	1.63227	3.99005	3.01733	5.10622	5.90304	4.83441	4.54905	4.63604	1.21723	4.18824	4.89142	4.38128	3.86196	3.64386	6.21568	5.35473	4.51286	5.10685	5.40156	3.16350	4.35755	5.03606	5.58075	4.74631	2.75275	5.87135	4.55949	5.07596	3.16189	4.92790	3.69822	3.75275	3.44228	5.15097	4.91934	5.36632	4.12772	5.22419	4.14160	4.50754	3.62410	3.76866	3.02414	2.91456	3.31347	3.86752	4.88704	4.61824	3.94860	4.24540	4.67243	2.96347	1.65306	4.92362	4.73877	5.73145	2.81147	4.89409	2.96759	4.64039	3.82512	5.78372	3.26821	2.62293	3.43029	3.22342	5.81327	5.07211	4.51096	5.40088	4.98959	4.25927	3.96347	4.68426	3.89530	2.73885	5.15543	2.99014	5.55244	5.90412	2.50838	1.31615	4.12681	6.46385	6.16360	2.09085	4.41143	4.81813	5.58511	6.88570	5.62761	5.17033	3.87165	3.79245	4.83213	3.67236	4.01792	3.00410	2.41414	5.77821	4.14893	4.42151	3.63866	4.03958	3.05050	4.81147	4.36282	6.28937	3.38543	0.56560	2.01792	5.76871	4.05137	4.32880	3.33628	1.78241	4.07296	3.36391	7.83712	4.24031	0.64155	2.68995	5.67158	3.77704	3.63914	4.27798	2.33342	3.46205	4.66732	3.98025	4.42223	2.00642	3.47715	5.02945	3.60014	3.77189	3.68930	7.50787	7.76321	5.31179	8.29820	7.49562	6.05268	3.68127	4.03575	3.10769	5.87381	3.80768	3.82101	3.27501	1.03562	3.38111	4.11603	6.62278	4.31325	4.08880	6.10329	3.91743	4.22188	3.29637	4.40395	3.15866	3.89724	2.77731	7.12567	7.92475	7.47200	8.32053	7.02148	8.06145	8.09961	7.15259	10.04192	8.53528	7.05886	7.26660	7.80038	8.18780	6.78738	8.60870	7.65693	7.07991	9.06034	7.65650
31950_at	11.08013	9.97784	10.31899	10.19994	10.17717	9.76080	10.43589	10.27982	9.69699	10.08132	10.77715	10.51449	10.12028	10.94434	10.84474	10.17823	10.42254	9.99251	10.69948	10.42335	10.32597	10.47447	10.46709	10.94821	10.18860	9.79537	10.92212	9.57984	10.30367	10.29789	9.87970	10.54658	10.19433	10.70068	11.05149	10.57980	10.10890	10.87384	10.71463	10.01852	9.51229	10.49005	10.46050	10.73955	10.32709	9.96678	11.27883	9.87395	9.87889	10.72892	10.53350	10.08244	10.07125	10.42418	9.97815	10.36447	10.31835	10.37629	10.10958	9.89001	10.60543	9.73755	9.52501	9.89196	10.31089	10.54101	10.54974	10.84378	10.99077	10.51477	10.83257	10.35788	11.15339	10.32836	10.19451	10.74233	10.27271	10.94372	10.36175	9.94837	10.24488	9.73801	10.54908	10.06933	10.49903	10.26838	11.01079	11.09288	10.77213	10.61796	10.01731	10.46622	10.01985	10.44256	10.47470	9.95286	10.26499	10.56547	10.33888	10.12886	10.74148	10.73655	10.64463	11.33701	10.65118	10.46586	10.80152	11.12702	10.82100	11.15538	10.56219	9.94487	9.44357	9.89433	10.29984	10.14244	9.94435	10.89918	11.21281	10.00626	10.54932	10.62649	10.22713	11.07338	10.64489	10.67781	10.96128	10.02417	10.08592	10.09561	10.02499	10.05534	9.28107	10.27700	9.83742	9.85459	10.04970	10.32967	10.53016	9.59345	9.55630	9.76500	9.94433	9.73254	9.41950	10.75430	10.05334	10.05926	9.64279	9.76331	9.58517	9.43033	9.77251	9.47557	9.75716	10.42885	10.81762	10.23864	10.10308	10.37239	10.34811	10.00063	9.58943	10.43464	10.23481	10.34097	9.94759	10.31671	11.10620	10.15535	10.42645	10.76669	10.22296	10.55594	10.38786	10.25512	10.39683	10.32691	10.34190	10.48716	10.41769	10.56148	10.51161	9.93952	9.82895	9.86450	8.95070	10.16373	10.04866	10.06936	8.68877	9.81319	9.55815	9.49227	8.52806	9.21514	8.21805	8.85150	8.72178	9.34350	9.85571	9.63250	9.25307
32487_s_at	11.32041	10.64001	10.94587	10.62075	10.49814	10.69170	10.64843	10.52204	10.52073	10.44279	10.67720	10.73406	10.32138	10.63230	10.60800	10.75610	10.81940	10.47016	10.68248	10.51641	10.68032	10.29255	10.88000	10.72424	10.32770	10.51314	10.79365	10.61368	10.64953	10.93057	10.72567	11.03570	10.18120	10.72958	10.35443	10.22855	10.71748	10.87170	10.68134	10.64746	10.58294	10.81678	10.90117	10.59752	10.78750	10.74184	10.94303	10.59238	10.17713	10.12020	10.54243	10.75268	10.42156	10.52819	10.98754	10.75906	10.84506	10.79511	11.12586	10.38971	10.57027	10.93540	10.43595	11.02547	10.62321	10.91049	10.77343	10.81699	10.49779	10.68954	10.63542	10.96738	11.07407	10.47468	10.72720	10.54432	10.87725	10.36229	10.75886	11.00314	10.82022	10.91861	11.30638	10.68485	10.60559	10.64984	10.29552	10.23770	11.23393	10.16439	10.71850	10.66645	10.96849	10.48102	10.67669	10.99543	11.00626	10.73209	10.28460	10.99253	11.06823	10.65423	10.95523	10.68037	10.50377	10.61444	10.47904	10.57826	10.82046	10.32773	10.80733	10.62193	10.64926	10.66156	11.05055	10.91905	10.69756	10.28135	11.09965	10.80025	10.52930	10.89082	10.78268	10.48585	10.82153	10.91025	10.84039	10.83369	10.91677	10.75046	10.48366	10.66465	10.70598	10.69316	11.01032	10.81976	10.99343	11.16312	10.97047	10.54579	10.44163	10.70468	10.83634	10.63621	10.48970	10.53736	10.26980	10.44606	10.61172	10.39742	10.75585	10.60339	10.26251	10.68280	10.75537	10.65818	10.68772	10.51230	10.72354	10.97922	10.65929	10.29054	10.79302	11.04303	10.49944	11.20046	10.81387	10.79627	10.95286	10.08956	10.36676	10.73781	10.61268	10.95734	10.78244	10.94935	10.63146	10.43828	10.96870	10.87173	11.08789	10.92120	10.65389	10.42928	10.41301	10.18748	10.29237	10.39532	10.28166	10.54202	9.96776	10.37904	10.12736	9.43052	9.77829	10.00087	9.26132	9.77477	10.14671	10.20621	9.41081	10.31964	9.73747
32488_at	9.06891	8.92633	9.87414	9.47628	9.54614	9.90253	10.19399	10.30489	9.84388	10.59829	8.58594	9.20334	8.70681	9.58989	8.79258	9.03659	9.78491	8.65802	9.49828	8.98047	7.54732	7.36376	9.59801	7.62907	10.19218	6.86090	7.96855	8.04966	8.82855	6.07980	9.09694	6.80465	10.53785	9.32766	8.26249	7.83731	8.96993	9.72059	9.00815	6.98971	7.60600	10.18881	8.64972	9.71409	7.90165	8.27533	8.50184	7.85910	10.36311	9.71725	8.75926	8.94910	7.51720	9.63909	7.17727	9.75681	10.08303	9.45755	9.24627	9.55518	9.15253	9.66176	11.06134	10.15944	10.05773	8.25210	11.10523	6.93958	7.38586	8.92511	9.65170	8.76590	9.08911	9.78916	9.49927	9.50331	10.25226	10.59360	7.66270	8.78989	8.99479	9.65719	10.07276	9.11299	9.53199	5.39643	10.15884	9.87731	8.89175	8.85412	6.46287	8.01608	6.96705	10.30026	9.95267	9.62717	5.61941	8.24774	9.87363	9.61162	9.12371	9.32982	5.84084	8.44925	9.82527	10.11762	7.23439	7.27924	7.55198	9.51940	7.02492	9.57448	7.91755	10.32950	9.51481	6.27631	3.68145	10.04357	9.78205	7.56628	11.33154	4.81198	10.47201	8.96648	7.81551	8.67664	8.35085	9.01363	9.94791	10.15637	10.01823	8.26585	8.98051	9.54342	9.21021	10.21553	5.97384	7.19318	7.76653	8.54770	9.45150	7.07071	8.33677	7.77498	7.40812	9.55654	8.72462	5.16269	6.61648	8.10150	6.56758	8.95655	7.26922	5.40224	6.63081	5.54381	8.53212	9.75929	10.22766	6.92861	7.02901	8.28725	10.13331	9.65362	10.08487	8.01140	9.50391	10.19838	9.15972	9.68512	10.40085	8.54824	8.73132	9.29925	10.00781	8.23429	9.59147	10.71065	8.94149	9.47588	9.35429	8.23625	9.76883	7.25144	6.22747	6.29389	4.37365	6.77821	6.37382	5.76580	7.38172	7.61021	5.56925	4.41684	6.56453	7.15785	3.51223	3.45490	5.43630	7.81320	3.60526	7.67694	6.55013
34091_s_at	10.92201	10.44877	10.95613	10.68032	10.94228	10.76408	10.55560	11.51528	11.05509	11.07235	10.44259	10.84535	10.86206	11.57158	10.59959	10.61185	10.31678	10.33610	11.38161	10.84544	10.63326	9.63877	10.97449	10.45249	11.04125	9.90654	10.89667	9.88593	9.62088	11.62403	10.66088	9.80156	10.67645	11.00073	11.03714	10.66390	10.52760	10.85449	11.13197	10.64200	10.17203	11.06581	9.81860	10.95777	10.75472	10.52765	10.87397	10.73374	10.68499	10.61613	11.21513	10.18947	10.90168	10.95055	11.08196	10.65943	10.25210	10.71245	10.30392	10.79237	10.80487	10.55089	11.39723	11.21712	11.62406	11.43964	11.95320	11.24141	10.60503	11.15312	11.48889	10.78076	10.33075	11.26086	10.27102	11.91049	11.38538	11.17308	11.55648	10.24129	9.89933	10.66677	10.89577	11.06885	11.39800	9.76461	11.60072	10.70154	11.11431	10.54351	10.52450	10.63849	9.06296	11.54653	10.68707	10.57129	9.94432	10.58401	10.64224	10.24436	10.66302	11.14389	10.29077	10.66462	10.36563	11.15297	11.34056	11.39726	10.76388	11.48059	9.81057	11.40002	11.06941	11.59870	10.81560	9.10541	11.39140	10.60681	10.24529	9.62158	11.70779	10.31522	11.02964	10.44310	9.74256	11.70415	10.56024	11.17967	10.81666	11.03267	10.73714	11.12799	10.81924	9.39859	11.26717	10.59003	11.18715	8.70179	10.49818	11.74543	11.45664	11.41182	11.71729	11.51090	11.70118	11.42317	11.75197	11.59558	11.74888	11.53755	11.47787	11.26039	11.68245	11.12783	11.64895	11.54924	10.47415	10.68649	11.50105	9.70191	8.21218	11.14166	9.78696	10.29604	10.59976	9.97262	10.34119	10.79547	10.51857	9.81044	10.89633	9.53325	10.63244	9.48565	10.88813	9.81537	10.09145	10.50117	9.96323	10.75801	11.16078	8.93626	9.92622	10.59157	8.86521	10.91865	9.87171	8.96466	10.27299	9.70430	10.49798	9.45738	10.10650	8.36610	9.22651	10.32450	9.27408	7.66349	8.75485	11.13824	7.78947	9.61285	9.23907
34105_f_at	9.37797	12.16742	10.58299	11.96411	11.60841	12.00957	11.70853	11.56085	11.87931	12.20815	9.24657	9.56963	11.31470	8.73410	9.25768	11.30214	11.36112	6.04974	9.44459	9.47389	4.76155	9.90159	11.30579	9.34596	11.67723	9.53682	10.87675	9.98542	11.97422	10.66811	10.65480	10.94770	9.60868	11.69393	11.03452	11.19676	12.08969	11.46524	10.53579	10.71785	10.92486	5.92647	10.53224	11.19047	11.46540	11.49577	10.75096	11.96694	12.15565	8.60054	12.03636	11.82437	10.25644	10.87741	11.64164	11.65563	10.21096	11.18684	11.98691	11.79064	10.87952	11.22575	11.86828	10.75274	10.96159	10.42288	10.97146	9.81173	9.44434	12.28885	10.19804	11.88992	11.59297	12.09347	10.24604	8.69707	10.56454	9.20325	8.45317	11.22857	11.89491	11.20331	11.19845	11.28906	10.69756	6.40037	10.53552	10.91612	10.61716	10.94419	11.07537	9.81836	8.87486	11.10364	10.71201	11.04764	8.13617	10.50957	12.20069	10.58397	10.57205	11.44673	10.42452	9.76490	2.33199	11.89713	10.31836	10.58582	8.53021	10.57770	8.37877	8.86521	10.76330	7.32328	10.64695	10.26934	10.04963	11.68013	11.90653	11.57847	9.62755	10.73505	11.26141	12.02586	10.57727	10.65281	11.72227	10.79378	11.43257	11.14631	12.09530	10.48822	12.03395	11.99971	7.35764	10.78209	7.98556	7.28346	8.88304	11.09961	10.95965	10.09920	9.41047	11.76091	9.71466	9.81658	9.45195	9.70323	9.77200	9.99155	10.47986	8.02774	10.55850	8.40548	8.91663	10.11815	12.13362	11.16532	11.79867	12.12775	7.45574	12.14548	11.84750	9.39315	11.42158	10.63532	11.14114	11.41886	10.57783	10.76059	11.48441	9.24520	10.64011	11.88588	11.36337	9.13656	10.76394	9.81344	7.66014	10.23702	8.78228	8.74140	10.56537	5.93711	5.64674	6.52372	3.51223	8.32571	6.75889	3.66448	5.95536	10.17825	1.26303	6.10580	4.43940	7.67243	4.42434	4.73540	4.41007	8.26355	4.55029	10.59840	3.63060
34148_at	6.01837	5.62848	5.24546	5.51365	5.69153	5.34944	6.26247	6.74766	6.05235	5.90689	5.33271	6.37025	6.14954	5.38319	6.02226	5.60615	6.05572	5.86555	6.47646	5.26903	5.88338	5.24400	6.60259	6.09128	6.70280	6.03265	6.28429	4.28096	5.94930	7.37278	5.41143	5.76792	4.91743	6.78437	6.65857	6.78359	6.17832	6.45730	5.20516	5.86419	6.68398	6.43863	6.59201	5.44593	6.79948	6.53450	7.71088	5.74416	6.29793	6.00652	5.97545	5.85100	6.33664	5.12681	6.35764	5.16952	6.04199	6.48430	5.96786	5.34944	5.36434	5.53473	6.19101	4.33307	6.01346	6.28392	6.10685	5.37921	5.98838	5.90256	5.70183	5.87135	5.43863	6.09360	6.21645	7.22680	6.20095	5.27612	6.12298	5.78319	6.29278	5.74994	5.70321	5.85873	6.45549	5.98368	6.62783	6.03782	6.30067	6.11187	5.51728	6.27034	6.54828	6.11873	5.35244	5.64097	4.49378	6.23783	6.30597	5.48848	6.06415	5.96763	6.73823	6.27891	5.73091	5.89615	6.36151	6.30442	6.75168	6.06523	5.78267	4.89724	4.80993	6.05159	5.53419	6.32085	4.38198	5.69293	6.32301	5.96440	5.36702	5.77479	5.71149	6.18775	6.19328	5.33414	6.16148	5.81634	5.60259	4.63459	6.19357	5.45121	5.42190	5.73145	4.95466	6.25531	2.81967	6.39163	5.24336	5.42626	5.99752	6.36859	5.62965	4.49249	5.98345	4.76553	5.58496	6.33539	4.90929	5.84273	4.34270	3.41143	6.07938	5.89603	5.64501	5.10685	8.05534	7.43154	7.11364	7.98868	8.39236	7.21665	5.73985	4.63227	5.75114	5.40054	4.46858	5.27128	6.35120	4.91456	3.33914	5.52920	5.85000	6.32247	5.23955	6.67129	5.73471	6.04614	4.53605	5.34447	5.68734	5.34908	5.58496	6.51759	8.68562	6.56575	9.02755	7.15916	7.22641	6.19889	6.11956	6.87799	7.24213	7.23170	6.41329	6.77703	6.85599	6.63894	6.92683	5.79909	6.78306	7.34616	7.32544
34169_s_at	5.78372	5.02148	4.74416	5.39746	5.26754	3.19692	5.36212	4.74255	4.61530	5.93499	5.60288	5.75261	4.40871	5.26021	5.50367	5.10308	4.88801	5.53107	4.51286	4.59753	5.54086	5.16337	5.68047	6.14873	5.90689	4.99390	6.08385	3.18587	5.14037	5.43962	5.21781	5.31216	4.99594	5.09339	5.45269	4.74685	5.10685	5.81890	4.75382	5.11520	5.69265	5.84750	5.38163	4.84046	5.76951	4.54782	4.33342	5.22342	5.24603	3.05658	5.17513	5.01167	5.32085	5.08746	5.42240	4.12019	5.41954	4.73390	3.99639	4.40667	5.20229	4.83958	4.37851	2.94392	4.78712	4.78790	5.52982	4.71589	5.06192	5.32948	4.08916	5.31107	5.96139	5.53419	5.94977	4.71864	5.66860	4.67469	5.70321	5.86851	5.13607	4.80787	5.35755	4.85549	4.43962	5.32193	5.80012	2.09424	5.29719	5.82528	5.20633	5.45516	6.18150	3.80735	4.79129	5.19101	4.92220	5.82477	6.25560	4.74980	5.66676	5.86790	6.60822	5.95338	5.10978	5.16370	5.93546	5.24508	6.56742	5.09170	5.68426	5.31542	4.44626	5.79220	4.01970	4.86344	2.48800	3.93263	5.71672	4.96116	4.34412	5.04571	5.94075	5.15320	5.30706	5.16631	6.19397	5.74308	4.17712	4.82324	5.48671	4.53605	4.36036	5.02414	5.47216	4.66676	3.98185	6.40395	4.79286	3.83188	2.81523	6.00899	3.64386	3.61706	5.52826	3.97085	4.92742	4.57350	3.34197	4.85599	3.09085	3.21257	4.60822	4.44228	3.77189	4.28244	5.56133	5.75087	5.63459	4.93593	6.73796	5.57168	3.86295	4.04963	4.87283	4.51475	3.79663	4.37990	5.06091	4.57954	4.81198	4.57833	4.01167	4.88069	4.34127	5.62439	4.11020	4.58376	4.53605	5.26566	3.52482	4.90881	4.13668	6.48382	7.18070	6.56575	6.48993	6.76102	7.01145	6.16269	5.89069	6.62337	6.35931	6.24127	7.56308	6.06329	5.97315	6.10685	7.23122	5.51159	6.52215	6.51460	5.75248
35016_at	9.75952	10.99623	10.19509	10.10033	11.24917	11.66696	10.45438	11.42408	11.23269	11.23225	10.00541	9.75926	11.29896	10.75715	10.32926	10.54433	10.93961	10.89994	11.16944	10.77971	10.84538	10.33065	10.85377	10.16432	10.91531	9.67716	10.26793	10.72965	9.05322	9.25080	11.14682	10.76654	10.29223	10.84027	11.46349	11.84743	10.60978	10.88445	11.57183	11.46450	10.42581	10.38334	11.00836	11.55266	11.29455	10.69845	10.82074	11.50738	10.67227	10.56884	11.36517	10.44344	11.63346	10.50152	11.87879	11.39332	9.65678	11.02569	10.84257	11.17197	11.20679	10.66253	11.24901	11.48082	11.09680	11.62709	11.01447	11.81813	10.28933	11.62271	10.44199	10.68843	10.20457	11.06149	10.93932	10.63802	11.87301	10.25524	10.90195	10.83453	10.27862	10.84984	10.28165	10.99450	11.25839	11.98889	10.66074	11.31034	10.58621	10.24984	11.58464	11.16981	8.97085	11.10805	10.48227	11.20555	9.58016	9.87975	10.68542	9.58018	10.79288	11.39670	11.83826	10.91772	9.88499	11.34394	11.76186	10.94089	8.65041	10.62395	11.45498	11.72892	11.89345	11.29951	10.85510	10.57206	11.43506	10.03298	9.57302	10.77171	10.25738	11.34652	9.23433	10.13535	10.34361	11.41430	9.67400	9.92108	10.33589	11.11118	11.03738	11.13400	11.35376	9.74389	11.95663	10.01504	11.39103	8.28582	10.73642	11.59319	11.31513	11.58618	11.23306	11.44588	11.22842	11.25342	11.69780	11.45491	11.48900	11.55251	11.14654	10.98948	11.73611	11.38571	11.39376	11.39835	11.06256	10.04476	10.32515	10.29301	7.48993	11.06706	10.99717	9.73944	10.17920	11.12686	10.54643	10.64575	10.45709	10.36882	11.15663	9.66546	10.95796	9.65609	11.27259	9.95137	9.78780	10.15786	9.35891	10.51032	10.50719	8.82566	10.56537	8.82985	7.65191	9.04601	7.76321	8.81807	7.97928	7.45796	9.28875	9.85669	7.45598	7.83479	8.24992	6.54612	7.15745	6.56484	7.35156	9.73938	8.20080	10.03262	5.07296
35083_at	12.03003	12.09999	12.21183	12.08201	12.37419	12.03979	11.78366	12.40814	12.47559	12.21704	11.83789	11.67761	12.29770	12.20497	12.11553	12.38097	11.96835	11.52327	12.21477	12.41257	12.03747	12.62994	12.26881	12.56138	12.37737	12.34982	11.92864	12.33218	11.80181	12.00722	12.61718	11.91701	12.31153	12.01923	12.17607	12.02033	12.23648	12.14954	12.19352	12.24709	12.29203	12.04819	12.38495	12.46549	12.07107	11.89968	12.50234	11.99930	12.23546	12.04196	12.51023	11.90415	12.28625	12.02236	11.71950	12.29054	12.45081	12.29479	11.92910	12.28233	12.15679	12.33273	12.35088	12.52003	12.37467	12.61345	12.52478	12.50804	11.73495	12.04097	12.07942	12.08920	11.79854	12.22558	12.19857	12.25747	12.02569	11.63334	11.81734	12.48033	12.16237	12.00529	11.90996	11.94950	12.46558	12.43751	12.77389	12.34914	12.51043	12.34412	12.34787	12.73986	12.28008	12.51612	12.64956	12.53145	12.41142	12.46505	12.32369	12.63148	12.43306	11.89835	11.66959	12.25503	11.34164	12.20603	12.28307	12.54918	10.78944	12.39300	11.83896	12.19198	12.28859	11.87681	11.97884	11.37090	12.59647	12.19057	11.39792	12.46893	11.99022	12.49762	11.95445	11.83297	11.87716	12.08462	12.10259	11.64794	12.16903	12.19281	12.25460	12.44882	12.42531	11.91064	11.88583	12.28088	12.40021	11.72430	12.15063	12.14778	12.45395	12.21617	12.50165	12.15669	12.20578	12.56435	12.38229	12.36897	12.27505	12.47204	12.33594	12.31338	12.26796	12.28407	12.28030	12.59326	12.36075	12.09208	12.13081	12.05253	11.22158	12.14352	12.07924	12.18006	12.05192	11.88034	12.21659	11.96275	12.41237	12.07411	12.35690	11.37680	12.35601	11.53943	12.61383	11.57063	11.91617	12.24641	11.31835	11.78542	12.31159	11.36285	12.49069	11.75205	11.16228	12.13583	10.69606	11.25581	11.25854	10.62753	11.62784	11.62860	11.05283	11.34459	10.95406	11.51111	11.38260	11.29238	10.84100	11.76575	11.35041	11.44020	11.43524
